common_name,file_name,latitude,longitude,stop_id
Hampton Church,tfl_21-R68-_-y05-58885.xml,,,490007725S
Hampton Church,tfl_21-R68-_-y05-58885.xml,,,490007725N
Hampton Court Palace,tfl_21-R68-_-y05-58885.xml,,,490007729F
Cross Street (TW12),tfl_21-R68-_-y05-58885.xml,,,490007732S
Cross Street (TW12),tfl_21-R68-_-y05-58885.xml,,,490007732N
Holly Road,tfl_21-R68-_-y05-58885.xml,,,490007733S
Holly Road,tfl_21-R68-_-y05-58885.xml,,,490007733N
Hampton Lodge,tfl_21-R68-_-y05-58885.xml,,,490007734E
Hampton Lodge,tfl_21-R68-_-y05-58885.xml,,,490007734W
Hampton Pool,tfl_21-R68-_-y05-58885.xml,,,490007736S
Hampton Pool,tfl_21-R68-_-y05-58885.xml,,,490007736N
Kings Road (TW11),tfl_21-R68-_-y05-58885.xml,,,490008814E
Lebanon Court,tfl_21-R68-_-y05-58885.xml,,,490009053W
Lebanon Court,tfl_21-R68-_-y05-58885.xml,,,490009053E
Mallard Place,tfl_21-R68-_-y05-58885.xml,,,490009527ST
Mallard Place,tfl_21-R68-_-y05-58885.xml,,,490009527SV
Manor Circus,tfl_21-R68-_-y05-58885.xml,,,490009547SA
Manor Circus,tfl_21-R68-_-y05-58885.xml,,,490009547SB
Manor Grove (TW9),tfl_21-R68-_-y05-58885.xml,,,490009561W
Manor Road (TW11),tfl_21-R68-_-y05-58885.xml,,,490009577N
Manor Road (TW11),tfl_21-R68-_-y05-58885.xml,,,490009577S
Marksbury Avenue,tfl_21-R68-_-y05-58885.xml,,,490009670E
Michelham Gardens,tfl_21-R68-_-y05-58885.xml,,,490009848S
Michelham Gardens,tfl_21-R68-_-y05-58885.xml,,,490009848N
Mortlake Road,tfl_21-R68-_-y05-58885.xml,,,490010049N
Mortlake Road,tfl_21-R68-_-y05-58885.xml,,,490010049W
National Physical Laboratory,tfl_21-R68-_-y05-58885.xml,,,490010157E
National Physical Laboratory,tfl_21-R68-_-y05-58885.xml,,,490010157W
Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885.xml,,,490010685E
Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885.xml,,,490010685W
Park Close,tfl_21-R68-_-y05-58885.xml,,,490010757S
Park Close,tfl_21-R68-_-y05-58885.xml,,,490010757N
Parkside,tfl_21-R68-_-y05-58885.xml,,,490010806S
Parkside,tfl_21-R68-_-y05-58885.xml,,,490010806N
Popes Grotto,tfl_21-R68-_-y05-58885.xml,,,490011104N
Popes Grotto,tfl_21-R68-_-y05-58885.xml,,,490011104S
Poulett Gardens,tfl_21-R68-_-y05-58885.xml,,,490001148Z
Poulett Gardens,tfl_21-R68-_-y05-58885.xml,,,490011148R
Richmond Bus Station,tfl_21-R68-_-y05-58885.xml,,,490011556J
Richmond Circus,tfl_21-R68-_-y05-58885.xml,,,490011557W
Richmond Circus,tfl_21-R68-_-y05-58885.xml,,,490011557E
Sheendale Road,tfl_21-R68-_-y05-58885.xml,,,490012048SK
Sheendale Road,tfl_21-R68-_-y05-58885.xml,,,490012048E
St. Albans Lodge,tfl_21-R68-_-y05-58885.xml,,,490012423E
St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885.xml,,,490012460S
St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885.xml,,,490012460N
Elmfield Avenue,tfl_21-R68-_-y05-58885.xml,,,490013172C
Elmfield Avenue,tfl_21-R68-_-y05-58885.xml,,,490013172D
Teddington Lock,tfl_21-R68-_-y05-58885.xml,,,490013174E
Teddington Lock,tfl_21-R68-_-y05-58885.xml,,,490012507W
Teddington Memorial Hospital,tfl_21-R68-_-y05-58885.xml,,,490013175W
Teddington Memorial Hospital,tfl_21-R68-_-y05-58885.xml,,,490013175E
The Quadrant Richmond,tfl_21-R68-_-y05-58885.xml,,,490013511F
St Alban's Riverside,tfl_21-R68-_-y05-58885.xml,,,490013570E
St Alban's Riverside,tfl_21-R68-_-y05-58885.xml,,,490013570W
Uxbridge Road Hampton,tfl_21-R68-_-y05-58885.xml,,,490013975S
Uxbridge Road Hampton,tfl_21-R68-_-y05-58885.xml,,,490013975N
York Street / Twickenham,tfl_21-R68-_-y05-58885.xml,,,490015022W
York Street / Twickenham,tfl_21-R68-_-y05-58885.xml,,,490015022H
Sandycombe Road Richmond,tfl_21-R68-_-y05-58885.xml,,,490015035SL
Kew Retail Park,tfl_21-R68-_-y05-58885.xml,,,490016326S
West Park Road,tfl_21-R68-_-y05-58885.xml,,,490016327S
West Park Road,tfl_21-R68-_-y05-58885.xml,,,490016327N
Courtlands Avenue,tfl_21-R68-_-y05-58885.xml,,,490016328W
Courtlands Avenue,tfl_21-R68-_-y05-58885.xml,,,490016328S
Chalkers Corner,tfl_21-R68-_-y05-58885.xml,,,490016329N
Chalkers Corner,tfl_21-R68-_-y05-58885.xml,,,490016329S
Orleans Park School,tfl_21-R68-_-y05-58885.xml,,,490018556E
Orleans Park School,tfl_21-R68-_-y05-58885.xml,,,490005841R
Taylor Avenue,tfl_21-R68-_-y05-58885.xml,,,490018678E
Taylor Avenue,tfl_21-R68-_-y05-58885.xml,,,490018678W
Richmond Station,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013511C
Richmond Station,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490000192S
Hampton Court,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,40004405136E
Teddington / Broad Street,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490004377E
Teddington / Broad Street,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490004377F
Cambridge Park (TW1),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490004705W
Cambridge Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490004709E
Cambridge Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490004709W
Cresswell Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490005755E
Cresswell Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490005755W
Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490005841T
Marble Hill Park / Crown Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490005841U
Garrick Villa,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007125E
Garrick Villa,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007125W
George Street (TW9),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007166B
Grove Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007558N
Grove Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007558S
Hampton Court Green,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007713D
Hampton Court Green,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007713E
Hampton Church,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007725S
Hampton Church,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007725N
Hampton Court Palace,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007729F
Cross Street (TW12),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007732S
Cross Street (TW12),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007732N
Holly Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007733S
Holly Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007733N
Hampton Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007734E
Hampton Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007734W
Hampton Pool,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007736S
Hampton Pool,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490007736N
Kings Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490008814E
Lebanon Court,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009053W
Lebanon Court,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009053E
Mallard Place,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009527ST
Mallard Place,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009527SV
Manor Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009547SA
Manor Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009547SB
Manor Grove (TW9),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009561W
Manor Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009577N
Manor Road (TW11),tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009577S
Marksbury Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009670E
Michelham Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009848S
Michelham Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490009848N
Mortlake Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010049N
Mortlake Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010049W
National Physical Laboratory,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010157E
National Physical Laboratory,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010157W
Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010685E
Oxford Road Hampton Hill,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010685W
Park Close,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010757S
Park Close,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010757N
Parkside,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010806S
Parkside,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490010806N
Popes Grotto,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011104N
Popes Grotto,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011104S
Poulett Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490001148Z
Poulett Gardens,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011148R
Richmond Bus Station,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011556J
Richmond Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011557W
Richmond Circus,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490011557E
Sheendale Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012048SK
Sheendale Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012048E
St. Albans Lodge,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012423E
St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012460S
St Stephens Church/Richmond Rd,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012460N
Elmfield Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013172C
Elmfield Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013172D
Teddington Lock,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013174E
Teddington Lock,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490012507W
Teddington Memorial Hospital,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013175W
Teddington Memorial Hospital,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013175E
The Quadrant Richmond,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013511F
St Alban's Riverside,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013570E
St Alban's Riverside,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013570W
Uxbridge Road Hampton,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013975S
Uxbridge Road Hampton,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490013975N
York Street / Twickenham,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490015022W
York Street / Twickenham,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490015022H
Sandycombe Road Richmond,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490015035SL
Kew Retail Park,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016326S
West Park Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016327S
West Park Road,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016327N
Courtlands Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016328W
Courtlands Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016328S
Chalkers Corner,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016329N
Chalkers Corner,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490016329S
Orleans Park School,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490018556E
Orleans Park School,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490005841R
Taylor Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490018678E
Taylor Avenue,tfl_21-R68-_-y05-58885_glMYlIz.xml,,,490018678W
Mitcham Junction Station,tfl_21-S1-_-y05-59996.xml,,,490001194A
Mitcham Junction Station,tfl_21-S1-_-y05-59996.xml,,,490001194B
Sutton Station,tfl_21-S1-_-y05-59996.xml,,,490001286O
Sutton Station,tfl_21-S1-_-y05-59996.xml,,,490013060N
Sutton Hospital,tfl_21-S1-_-y05-59996.xml,,,490019635E
Mill Green Business Park,tfl_21-S1-_-y05-59996.xml,,,490003118E
Banstead / The Woolpack,tfl_21-S1-_-y05-59996.xml,,,40004409045A
Banstead / The Woolpack,tfl_21-S1-_-y05-59996.xml,,,40004409045B
Banstead / Marks & Spencer,tfl_21-S1-_-y05-59996.xml,,,40004409047A
Banstead / Marks & Spencer,tfl_21-S1-_-y05-59996.xml,,,40004409047B
Banstead Downs,tfl_21-S1-_-y05-59996.xml,,,40004409034A
Banstead Downs,tfl_21-S1-_-y05-59996.xml,,,40004409034B
Benhill Avenue,tfl_21-S1-_-y05-59996.xml,,,490003892E
Mitcham Garden Village / Willow Lane,tfl_21-S1-_-y05-59996.xml,,,490004824W
Mitcham Garden Village / Willow Lane,tfl_21-S1-_-y05-59996.xml,,,490004824E
Brighton Road / Cavendish Road,tfl_21-S1-_-y05-59996.xml,,,490004887S
Crown Road (SM1),tfl_21-S1-_-y05-59996.xml,,,490005844Y
Croydon Lane,tfl_21-S1-_-y05-59996.xml,,,40004409036A
Croydon Lane,tfl_21-S1-_-y05-59996.xml,,,40004409036B
Downe Road / Mitcham Library,tfl_21-S1-_-y05-59996.xml,,,490006164A
Downe Road / Mitcham Library,tfl_21-S1-_-y05-59996.xml,,,490006164B
Downs Road / Belmont Station,tfl_21-S1-_-y05-59996.xml,,,490006184E
Downs Road / Belmont Station,tfl_21-S1-_-y05-59996.xml,,,490006184F
Erskine Road,tfl_21-S1-_-y05-59996.xml,,,490006630E
Glebe Court,tfl_21-S1-_-y05-59996.xml,,,490007213N1
Glebe Court,tfl_21-S1-_-y05-59996.xml,,,490007213M
Glenfield Road,tfl_21-S1-_-y05-59996.xml,,,40004409046B
Glenfield Road,tfl_21-S1-_-y05-59996.xml,,,40004409046A
Grange Gardens,tfl_21-S1-_-y05-59996.xml,,,40004409035A
Grange Gardens,tfl_21-S1-_-y05-59996.xml,,,40004409035B
Green Wrythe Lane,tfl_21-S1-_-y05-59996.xml,,,490007519S
Cavendish Road (SM2),tfl_21-S1-_-y05-59996.xml,,,490007987E
Cavendish Road (SM2),tfl_21-S1-_-y05-59996.xml,,,490003293E
Highdown Lane,tfl_21-S1-_-y05-59996.xml,,,40004409033A
Highdown Lane,tfl_21-S1-_-y05-59996.xml,,,40004409033B
London Road / Figge's Marsh,tfl_21-S1-_-y05-59996.xml,,,490009286N
London Road / Figge's Marsh,tfl_21-S1-_-y05-59996.xml,,,490009286S
Manor Place,tfl_21-S1-_-y05-59996.xml,,,490009575I
Middleton Road,tfl_21-S1-_-y05-59996.xml,,,490009860N
Middleton Road,tfl_21-S1-_-y05-59996.xml,,,490009860S2
Mill Green Road,tfl_21-S1-_-y05-59996.xml,,,490009898W
Mill Green Road,tfl_21-S1-_-y05-59996.xml,,,490009898S
Mitcham / Cricket Green,tfl_21-S1-_-y05-59996.xml,,,490009944V
Mitcham / Lower Green,tfl_21-S1-_-y05-59996.xml,,,490009946P
Mitcham Fair Green,tfl_21-S1-_-y05-59996.xml,,,490009949Z
Mitcham Fair Green,tfl_21-S1-_-y05-59996.xml,,,490009949Y
Mitcham Police Station,tfl_21-S1-_-y05-59996.xml,,,490009952S
Mitcham Police Station,tfl_21-S1-_-y05-59996.xml,,,490009952T
Muschamp Road Carshalton,tfl_21-S1-_-y05-59996.xml,,,490010129N
Muschamp Road Carshalton,tfl_21-S1-_-y05-59996.xml,,,490010129S
Netley Road,tfl_21-S1-_-y05-59996.xml,,,490010186N
Netley Road,tfl_21-S1-_-y05-59996.xml,,,490010186S
Orchard Way Erskine Road,tfl_21-S1-_-y05-59996.xml,,,490010624W
Paget Avenue,tfl_21-S1-_-y05-59996.xml,,,490010724E
Poulton Avenue,tfl_21-S1-_-y05-59996.xml,,,490011149N
Poulton Avenue,tfl_21-S1-_-y05-59996.xml,,,490011149S
St. Nicholas Centre,tfl_21-S1-_-y05-59996.xml,,,490011856W
St Helier Hospital,tfl_21-S1-_-y05-59996.xml,,,490012718HA
St Helier Hospital,tfl_21-S1-_-y05-59996.xml,,,490012718HB
Green Wrythe Lane / St. Helier Library,tfl_21-S1-_-y05-59996.xml,,,490012719N
GREEN WRYTHE LANE,tfl_21-S1-_-y05-59996.xml,,,490012719S
High Street / Marshalls Road,tfl_21-S1-_-y05-59996.xml,,,490013062C
Sutton Civic Centre,tfl_21-S1-_-y05-59996.xml,,,490013064V
Sutton Green,tfl_21-S1-_-y05-59996.xml,,,490013072B
Lewis Road (SM1),tfl_21-S1-_-y05-59996.xml,,,490013073W
The London Cancer Hub,tfl_21-S1-_-y05-59996.xml,,,490013075G
The London Cancer Hub,tfl_21-S1-_-y05-59996.xml,,,490013075J
Sutton Police Station,tfl_21-S1-_-y05-59996.xml,,,490013081K
Sutton Head Post Office,tfl_21-S1-_-y05-59996.xml,,,490013082R
Goat Road,tfl_21-S1-_-y05-59996.xml,,,490013377N
Goat Road,tfl_21-S1-_-y05-59996.xml,,,490013377S
Eveline Road,tfl_21-S1-_-y05-59996.xml,,,490013565N2
Eveline Road,tfl_21-S1-_-y05-59996.xml,,,490013565S2
Oakhill Road Sutton,tfl_21-S1-_-y05-59996.xml,,,490012566W
Times Square,tfl_21-S1-_-y05-59996.xml,,,490013679J
Welbeck Road St Helier,tfl_21-S1-_-y05-59996.xml,,,490014339N
Welbeck Road St Helier,tfl_21-S1-_-y05-59996.xml,,,490014339S
The Wilson Hospital,tfl_21-S1-_-y05-59996.xml,,,490014723W
The Wilson Hospital,tfl_21-S1-_-y05-59996.xml,,,490014723E
Bishopsford Road / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml,,,490015405RH
Bishopsford Road / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml,,,490015405RJ
Wrythe Lane / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml,,,490015406RK
Wrythe Lane / Rose Hill Roundabout,tfl_21-S1-_-y05-59996.xml,,,490015406RL
Victoria Road / Lavender Fields,tfl_21-S1-_-y05-59996.xml,,,490020189N
Taylor Road,tfl_21-S1-_-y05-59996.xml,,,490020190S
Taylor Road,tfl_21-S1-_-y05-59996.xml,,,490020190N
Langley Park Road,tfl_21-S1-_-y05-59996.xml,,,490003293W
