distance,file_name,from_stop,route_link_id,route_section_id,to_stop
498,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013511F,RL_21-R68-_-y05-58885-O-2-12,RS_21-R68-_-y05-58885-O-2,490011556J
657,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011556J,RL_21-R68-_-y05-58885-O-2-13,RS_21-R68-_-y05-58885-O-2,490005755W
211,tfl_21-R68-_-y05-58885_glMYlIz.xml,490005755W,RL_21-R68-_-y05-58885-O-2-14,RS_21-R68-_-y05-58885-O-2,490004705W
278,tfl_21-R68-_-y05-58885_glMYlIz.xml,490004705W,RL_21-R68-_-y05-58885-O-2-15,RS_21-R68-_-y05-58885-O-2,490012460S
312,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012460S,RL_21-R68-_-y05-58885-O-2-16,RS_21-R68-_-y05-58885-O-2,490005841T
279,tfl_21-R68-_-y05-58885_glMYlIz.xml,490005841T,RL_21-R68-_-y05-58885-O-2-17,RS_21-R68-_-y05-58885-O-2,490018556E
320,tfl_21-R68-_-y05-58885_glMYlIz.xml,490018556E,RL_21-R68-_-y05-58885-O-2-18,RS_21-R68-_-y05-58885-O-2,490009053W
332,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009053W,RL_21-R68-_-y05-58885-O-2-19,RS_21-R68-_-y05-58885-O-2,490015022W
278,tfl_21-R68-_-y05-58885_glMYlIz.xml,490015022W,RL_21-R68-_-y05-58885-O-2-20,RS_21-R68-_-y05-58885-O-2,490001148Z
358,tfl_21-R68-_-y05-58885_glMYlIz.xml,490001148Z,RL_21-R68-_-y05-58885-O-2-21,RS_21-R68-_-y05-58885-O-2,490011104S
378,tfl_21-R68-_-y05-58885_glMYlIz.xml,490011104S,RL_21-R68-_-y05-58885-O-2-22,RS_21-R68-_-y05-58885-O-2,490009848S
259,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009848S,RL_21-R68-_-y05-58885-O-2-23,RS_21-R68-_-y05-58885-O-2,490009527ST
561,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009527ST,RL_21-R68-_-y05-58885-O-2-24,RS_21-R68-_-y05-58885-O-2,490007558S
90,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007558S,RL_21-R68-_-y05-58885-O-2-25,RS_21-R68-_-y05-58885-O-2,490009577S
482,tfl_21-R68-_-y05-58885_glMYlIz.xml,490009577S,RL_21-R68-_-y05-58885-O-2-26,RS_21-R68-_-y05-58885-O-2,490012507W
297,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012507W,RL_21-R68-_-y05-58885-O-2-27,RS_21-R68-_-y05-58885-O-2,490004709W
231,tfl_21-R68-_-y05-58885_glMYlIz.xml,490004709W,RL_21-R68-_-y05-58885-O-2-28,RS_21-R68-_-y05-58885-O-2,490013172D
381,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013172D,RL_21-R68-_-y05-58885-O-2-29,RS_21-R68-_-y05-58885-O-2,490004377F
272,tfl_21-R68-_-y05-58885_glMYlIz.xml,490004377F,RL_21-R68-_-y05-58885-O-2-30,RS_21-R68-_-y05-58885-O-2,490013175W
263,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013175W,RL_21-R68-_-y05-58885-O-2-31,RS_21-R68-_-y05-58885-O-2,490010157W
421,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010157W,RL_21-R68-_-y05-58885-O-2-32,RS_21-R68-_-y05-58885-O-2,490010685W
393,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010685W,RL_21-R68-_-y05-58885-O-2-33,RS_21-R68-_-y05-58885-O-2,490010806S
230,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010806S,RL_21-R68-_-y05-58885-O-2-34,RS_21-R68-_-y05-58885-O-2,490007732S
276,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007732S,RL_21-R68-_-y05-58885-O-2-35,RS_21-R68-_-y05-58885-O-2,490007733S
380,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007733S,RL_21-R68-_-y05-58885-O-2-36,RS_21-R68-_-y05-58885-O-2,490013975S
419,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013975S,RL_21-R68-_-y05-58885-O-2-37,RS_21-R68-_-y05-58885-O-2,490007736S
256,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007736S,RL_21-R68-_-y05-58885-O-2-38,RS_21-R68-_-y05-58885-O-2,490010757S
203,tfl_21-R68-_-y05-58885_glMYlIz.xml,490010757S,RL_21-R68-_-y05-58885-O-2-39,RS_21-R68-_-y05-58885-O-2,490007725S
248,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007725S,RL_21-R68-_-y05-58885-O-2-40,RS_21-R68-_-y05-58885-O-2,490007125E
305,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007125E,RL_21-R68-_-y05-58885-O-2-41,RS_21-R68-_-y05-58885-O-2,490012423E
413,tfl_21-R68-_-y05-58885_glMYlIz.xml,490012423E,RL_21-R68-_-y05-58885-O-2-42,RS_21-R68-_-y05-58885-O-2,490013570E
389,tfl_21-R68-_-y05-58885_glMYlIz.xml,490013570E,RL_21-R68-_-y05-58885-O-2-43,RS_21-R68-_-y05-58885-O-2,490007734E
219,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007734E,RL_21-R68-_-y05-58885-O-2-44,RS_21-R68-_-y05-58885-O-2,490007713D
208,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007713D,RL_21-R68-_-y05-58885-O-2-45,RS_21-R68-_-y05-58885-O-2,490007729F
302,tfl_21-R68-_-y05-58885_glMYlIz.xml,490007729F,RL_21-R68-_-y05-58885-O-2-46,RS_21-R68-_-y05-58885-O-2,40004405136E
335,tfl_21-S1-_-y05-59996.xml,490020189N,RL_21-S1-_-y05-59996-I-1-1,RS_21-S1-_-y05-59996-I-1,490020190N
511,tfl_21-S1-_-y05-59996.xml,490020190N,RL_21-S1-_-y05-59996-I-1-2,RS_21-S1-_-y05-59996-I-1,490009286S
368,tfl_21-S1-_-y05-59996.xml,490009286S,RL_21-S1-_-y05-59996-I-1-3,RS_21-S1-_-y05-59996-I-1,490013565S2
505,tfl_21-S1-_-y05-59996.xml,490013565S2,RL_21-S1-_-y05-59996-I-1-4,RS_21-S1-_-y05-59996-I-1,490006164B
222,tfl_21-S1-_-y05-59996.xml,490006164B,RL_21-S1-_-y05-59996-I-1-5,RS_21-S1-_-y05-59996-I-1,490009949Y
293,tfl_21-S1-_-y05-59996.xml,490009949Y,RL_21-S1-_-y05-59996-I-1-6,RS_21-S1-_-y05-59996-I-1,490007213M
412,tfl_21-S1-_-y05-59996.xml,490007213M,RL_21-S1-_-y05-59996-I-1-7,RS_21-S1-_-y05-59996-I-1,490009944V
200,tfl_21-S1-_-y05-59996.xml,490009944V,RL_21-S1-_-y05-59996-I-1-8,RS_21-S1-_-y05-59996-I-1,490009952S
254,tfl_21-S1-_-y05-59996.xml,490009952S,RL_21-S1-_-y05-59996-I-1-9,RS_21-S1-_-y05-59996-I-1,490014723E
337,tfl_21-S1-_-y05-59996.xml,490014723E,RL_21-S1-_-y05-59996-I-1-10,RS_21-S1-_-y05-59996-I-1,490004824E
293,tfl_21-S1-_-y05-59996.xml,490004824E,RL_21-S1-_-y05-59996-I-1-11,RS_21-S1-_-y05-59996-I-1,490001194A
484,tfl_21-S1-_-y05-59996.xml,490001194A,RL_21-S1-_-y05-59996-I-1-12,RS_21-S1-_-y05-59996-I-1,490013377S
208,tfl_21-S1-_-y05-59996.xml,490013377S,RL_21-S1-_-y05-59996-I-1-13,RS_21-S1-_-y05-59996-I-1,490009898S
98,tfl_21-S1-_-y05-59996.xml,490009898S,RL_21-S1-_-y05-59996-I-1-14,RS_21-S1-_-y05-59996-I-1,490009898W
1345,tfl_21-S1-_-y05-59996.xml,490009898W,RL_21-S1-_-y05-59996-I-1-15,RS_21-S1-_-y05-59996-I-1,490012719N
619,tfl_21-S1-_-y05-59996.xml,490012719N,RL_21-S1-_-y05-59996-I-1-16,RS_21-S1-_-y05-59996-I-1,490007519S
174,tfl_21-S1-_-y05-59996.xml,490007519S,RL_21-S1-_-y05-59996-I-1-17,RS_21-S1-_-y05-59996-I-1,490009860S2
324,tfl_21-S1-_-y05-59996.xml,490009860S2,RL_21-S1-_-y05-59996-I-1-18,RS_21-S1-_-y05-59996-I-1,490010186S
305,tfl_21-S1-_-y05-59996.xml,490010186S,RL_21-S1-_-y05-59996-I-1-19,RS_21-S1-_-y05-59996-I-1,490015405RJ
258,tfl_21-S1-_-y05-59996.xml,490015405RJ,RL_21-S1-_-y05-59996-I-1-20,RS_21-S1-_-y05-59996-I-1,490015406RK
513,tfl_21-S1-_-y05-59996.xml,490015406RK,RL_21-S1-_-y05-59996-I-1-21,RS_21-S1-_-y05-59996-I-1,490012718HB
334,tfl_21-S1-_-y05-59996.xml,490012718HB,RL_21-S1-_-y05-59996-I-1-22,RS_21-S1-_-y05-59996-I-1,490014339S
343,tfl_21-S1-_-y05-59996.xml,490014339S,RL_21-S1-_-y05-59996-I-1-23,RS_21-S1-_-y05-59996-I-1,490010129S
429,tfl_21-S1-_-y05-59996.xml,490010129S,RL_21-S1-_-y05-59996-I-1-24,RS_21-S1-_-y05-59996-I-1,490011149S
630,tfl_21-S1-_-y05-59996.xml,490011149S,RL_21-S1-_-y05-59996-I-1-25,RS_21-S1-_-y05-59996-I-1,490010624W
561,tfl_21-S1-_-y05-59996.xml,490010624W,RL_21-S1-_-y05-59996-I-1-26,RS_21-S1-_-y05-59996-I-1,490012566W
415,tfl_21-S1-_-y05-59996.xml,490012566W,RL_21-S1-_-y05-59996-I-1-27,RS_21-S1-_-y05-59996-I-1,490013073W
242,tfl_21-S1-_-y05-59996.xml,490013073W,RL_21-S1-_-y05-59996-I-1-28,RS_21-S1-_-y05-59996-I-1,490013072B
219,tfl_21-S1-_-y05-59996.xml,490013072B,RL_21-S1-_-y05-59996-I-1-29,RS_21-S1-_-y05-59996-I-1,490013062C
187,tfl_21-S1-_-y05-59996.xml,490013062C,RL_21-S1-_-y05-59996-I-1-30,RS_21-S1-_-y05-59996-I-1,490003892E
203,tfl_21-S1-_-y05-59996.xml,490003892E,RL_21-S1-_-y05-59996-I-1-31,RS_21-S1-_-y05-59996-I-1,490009575I
206,tfl_21-S1-_-y05-59996.xml,490009575I,RL_21-S1-_-y05-59996-I-1-32,RS_21-S1-_-y05-59996-I-1,490013679J
272,tfl_21-S1-_-y05-59996.xml,490013679J,RL_21-S1-_-y05-59996-I-1-33,RS_21-S1-_-y05-59996-I-1,490013081K
486,tfl_21-S1-_-y05-59996.xml,490013081K,RL_21-S1-_-y05-59996-I-1-34,RS_21-S1-_-y05-59996-I-1,490001286O
318,tfl_21-S1-_-y05-59996.xml,490001286O,RL_21-S1-_-y05-59996-I-1-35,RS_21-S1-_-y05-59996-I-1,490004887S
334,tfl_21-S1-_-y05-59996.xml,490004887S,RL_21-S1-_-y05-59996-I-1-36,RS_21-S1-_-y05-59996-I-1,490007987E
140,tfl_21-S1-_-y05-59996.xml,490007987E,RL_21-S1-_-y05-59996-I-1-37,RS_21-S1-_-y05-59996-I-1,490003293E
1445,tfl_21-S1-_-y05-59996.xml,490003293E,RL_21-S1-_-y05-59996-I-1-38,RS_21-S1-_-y05-59996-I-1,490019635E
136,tfl_21-S1-_-y05-59996.xml,490019635E,RL_21-S1-_-y05-59996-I-1-39,RS_21-S1-_-y05-59996-I-1,490013075J
396,tfl_21-S1-_-y05-59996.xml,490013075J,RL_21-S1-_-y05-59996-I-1-40,RS_21-S1-_-y05-59996-I-1,490006184F
424,tfl_21-S1-_-y05-59996.xml,490006184F,RL_21-S1-_-y05-59996-I-1-41,RS_21-S1-_-y05-59996-I-1,40004409033B
418,tfl_21-S1-_-y05-59996.xml,40004409033B,RL_21-S1-_-y05-59996-I-1-42,RS_21-S1-_-y05-59996-I-1,40004409034B
505,tfl_21-S1-_-y05-59996.xml,40004409034B,RL_21-S1-_-y05-59996-I-1-43,RS_21-S1-_-y05-59996-I-1,40004409035B
527,tfl_21-S1-_-y05-59996.xml,40004409035B,RL_21-S1-_-y05-59996-I-1-44,RS_21-S1-_-y05-59996-I-1,40004409036B
431,tfl_21-S1-_-y05-59996.xml,40004409036B,RL_21-S1-_-y05-59996-I-1-45,RS_21-S1-_-y05-59996-I-1,40004409045B
254,tfl_21-S1-_-y05-59996.xml,40004409045B,RL_21-S1-_-y05-59996-I-1-46,RS_21-S1-_-y05-59996-I-1,40004409046B
289,tfl_21-S1-_-y05-59996.xml,40004409046B,RL_21-S1-_-y05-59996-I-1-47,RS_21-S1-_-y05-59996-I-1,40004409047B
289,tfl_21-S1-_-y05-59996.xml,40004409047A,RL_21-S1-_-y05-59996-O-2-1,RS_21-S1-_-y05-59996-O-2,40004409046A
352,tfl_21-S1-_-y05-59996.xml,40004409046A,RL_21-S1-_-y05-59996-O-2-2,RS_21-S1-_-y05-59996-O-2,40004409045A
379,tfl_21-S1-_-y05-59996.xml,40004409045A,RL_21-S1-_-y05-59996-O-2-3,RS_21-S1-_-y05-59996-O-2,40004409036A
638,tfl_21-S1-_-y05-59996.xml,40004409036A,RL_21-S1-_-y05-59996-O-2-4,RS_21-S1-_-y05-59996-O-2,40004409035A
404,tfl_21-S1-_-y05-59996.xml,40004409035A,RL_21-S1-_-y05-59996-O-2-5,RS_21-S1-_-y05-59996-O-2,40004409034A
428,tfl_21-S1-_-y05-59996.xml,40004409034A,RL_21-S1-_-y05-59996-O-2-6,RS_21-S1-_-y05-59996-O-2,40004409033A
349,tfl_21-S1-_-y05-59996.xml,40004409033A,RL_21-S1-_-y05-59996-O-2-7,RS_21-S1-_-y05-59996-O-2,490006184E
369,tfl_21-S1-_-y05-59996.xml,490006184E,RL_21-S1-_-y05-59996-O-2-8,RS_21-S1-_-y05-59996-O-2,490013075G
1201,tfl_21-S1-_-y05-59996.xml,490013075G,RL_21-S1-_-y05-59996-O-2-9,RS_21-S1-_-y05-59996-O-2,490003293W
428,tfl_21-S1-_-y05-59996.xml,490003293W,RL_21-S1-_-y05-59996-O-2-10,RS_21-S1-_-y05-59996-O-2,490013060N
235,tfl_21-S1-_-y05-59996.xml,490013060N,RL_21-S1-_-y05-59996-O-2-11,RS_21-S1-_-y05-59996-O-2,490013082R
427,tfl_21-S1-_-y05-59996.xml,490013082R,RL_21-S1-_-y05-59996-O-2-12,RS_21-S1-_-y05-59996-O-2,490013064V
403,tfl_21-S1-_-y05-59996.xml,490013064V,RL_21-S1-_-y05-59996-O-2-13,RS_21-S1-_-y05-59996-O-2,490011856W
318,tfl_21-S1-_-y05-59996.xml,490011856W,RL_21-S1-_-y05-59996-O-2-14,RS_21-S1-_-y05-59996-O-2,490005844Y
1281,tfl_21-S1-_-y05-59996.xml,490005844Y,RL_21-S1-_-y05-59996-O-2-15,RS_21-S1-_-y05-59996-O-2,490010724E
524,tfl_21-S1-_-y05-59996.xml,490010724E,RL_21-S1-_-y05-59996-O-2-16,RS_21-S1-_-y05-59996-O-2,490006630E
294,tfl_21-S1-_-y05-59996.xml,490006630E,RL_21-S1-_-y05-59996-O-2-17,RS_21-S1-_-y05-59996-O-2,490011149N
295,tfl_21-S1-_-y05-59996.xml,490011149N,RL_21-S1-_-y05-59996-O-2-18,RS_21-S1-_-y05-59996-O-2,490010129N
395,tfl_21-S1-_-y05-59996.xml,490010129N,RL_21-S1-_-y05-59996-O-2-19,RS_21-S1-_-y05-59996-O-2,490014339N
579,tfl_21-S1-_-y05-59996.xml,490014339N,RL_21-S1-_-y05-59996-O-2-20,RS_21-S1-_-y05-59996-O-2,490012718HA
518,tfl_21-S1-_-y05-59996.xml,490012718HA,RL_21-S1-_-y05-59996-O-2-21,RS_21-S1-_-y05-59996-O-2,490015406RL
327,tfl_21-S1-_-y05-59996.xml,490015406RL,RL_21-S1-_-y05-59996-O-2-22,RS_21-S1-_-y05-59996-O-2,490015405RH
178,tfl_21-S1-_-y05-59996.xml,490015405RH,RL_21-S1-_-y05-59996-O-2-23,RS_21-S1-_-y05-59996-O-2,490010186N
241,tfl_21-S1-_-y05-59996.xml,490010186N,RL_21-S1-_-y05-59996-O-2-24,RS_21-S1-_-y05-59996-O-2,490009860N
773,tfl_21-S1-_-y05-59996.xml,490009860N,RL_21-S1-_-y05-59996-O-2-25,RS_21-S1-_-y05-59996-O-2,490012719S
1108,tfl_21-S1-_-y05-59996.xml,490012719S,RL_21-S1-_-y05-59996-O-2-26,RS_21-S1-_-y05-59996-O-2,490003118E
501,tfl_21-S1-_-y05-59996.xml,490003118E,RL_21-S1-_-y05-59996-O-2-27,RS_21-S1-_-y05-59996-O-2,490013377N
521,tfl_21-S1-_-y05-59996.xml,490013377N,RL_21-S1-_-y05-59996-O-2-28,RS_21-S1-_-y05-59996-O-2,490001194B
244,tfl_21-S1-_-y05-59996.xml,490001194B,RL_21-S1-_-y05-59996-O-2-29,RS_21-S1-_-y05-59996-O-2,490004824W
391,tfl_21-S1-_-y05-59996.xml,490004824W,RL_21-S1-_-y05-59996-O-2-30,RS_21-S1-_-y05-59996-O-2,490014723W
352,tfl_21-S1-_-y05-59996.xml,490014723W,RL_21-S1-_-y05-59996-O-2-31,RS_21-S1-_-y05-59996-O-2,490009952T
628,tfl_21-S1-_-y05-59996.xml,490009952T,RL_21-S1-_-y05-59996-O-2-32,RS_21-S1-_-y05-59996-O-2,490009946P
224,tfl_21-S1-_-y05-59996.xml,490009946P,RL_21-S1-_-y05-59996-O-2-33,RS_21-S1-_-y05-59996-O-2,490007213N1
598,tfl_21-S1-_-y05-59996.xml,490007213N1,RL_21-S1-_-y05-59996-O-2-34,RS_21-S1-_-y05-59996-O-2,490009949Z
121,tfl_21-S1-_-y05-59996.xml,490009949Z,RL_21-S1-_-y05-59996-O-2-35,RS_21-S1-_-y05-59996-O-2,490006164A
303,tfl_21-S1-_-y05-59996.xml,490006164A,RL_21-S1-_-y05-59996-O-2-36,RS_21-S1-_-y05-59996-O-2,490013565N2
499,tfl_21-S1-_-y05-59996.xml,490013565N2,RL_21-S1-_-y05-59996-O-2-37,RS_21-S1-_-y05-59996-O-2,490009286N
503,tfl_21-S1-_-y05-59996.xml,490009286N,RL_21-S1-_-y05-59996-O-2-38,RS_21-S1-_-y05-59996-O-2,490020190S
359,tfl_21-S1-_-y05-59996.xml,490020190S,RL_21-S1-_-y05-59996-O-2-39,RS_21-S1-_-y05-59996-O-2,490020189N
