vehicle_journey_code,days_of_week,bank_holidays_operation,bank_holidays_non_operation,source_file
VJ_21-R68-_-y05-58885-121-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-122-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-123-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-124-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-125-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-126-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-127-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-128-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-129-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-130-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-131-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-132-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-133-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-134-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-135-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-136-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-137-Sa,Saturday,,,tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-1-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-2-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-3-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-4-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-5-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-6-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-7-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-8-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-9-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-10-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-11-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-12-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-13-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-14-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-15-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-16-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-17-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-20-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-21-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-22-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-29-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-30-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-34-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-38-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-39-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-40-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-41-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-42-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-43-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-45-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-46-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-47-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-48-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-49-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-51-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-56-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-57-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-59-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-60-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-61-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-62-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-63-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-64-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-65-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-66-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-71-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-72-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-73-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-74-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-75-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-76-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-77-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-78-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-79-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-80-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-81-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-82-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-83-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-84-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-85-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-86-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-87-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-88-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-89-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-135-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-136-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-137-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-138-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-139-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-140-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-141-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-142-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-143-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-144-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-145-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-146-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-147-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-148-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-149-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
