vehicle_journey_code,days_of_week,bank_holidays_operation,bank_holidays_non_operation,source_file
VJ_21-R68-_-y05-58885-150-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-151-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-152-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-153-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-154-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-155-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-164-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-165-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-166-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-179-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-180-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-181-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-182-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-183-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-185-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-186-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-187-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-188-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-190-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-191-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-192-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-193-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-194-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-195-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-196-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-197-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-198-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-199-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-200-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-201-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-202-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-203-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-204-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-205-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-206-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-207-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-211-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-212-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-213-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-214-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-215-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-216-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-217-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-218-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-219-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-220-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-221-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-222-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-223-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-224-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-225-Su,Sunday,"LateSummerBankHolidayNotScotland,MayDay,SpringBank","ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,EasterMonday,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-1-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-2-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-3-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-4-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-5-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-6-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-7-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-8-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-9-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-10-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-11-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-12-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-13-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-14-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-15-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-16-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-17-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-18-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-19-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-20-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-21-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-22-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-23-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-24-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-25-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-26-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-27-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-28-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-29-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-30-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
